pdf,output
pdfs/10.1021@jf00030a035.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""6-[8(Z),11(Z),14-pentadecatrienyl]salicylic acid"",        ""bioActivity"": ""Moderate cytotoxic activity against BT-20 breast and HeLa epithelioid cervix carcinoma cells"",        ""collectionSpecies"": ""Anacardium occidentale (Anacardiaceae)"",        ""collectionSite"": ""São Paulo, São Carlos, and Rio de Janeiro, Brazil"",        ""collectionType"": ""Isolated from commercial cashew apple juice""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""6-[8(Z),11(Z)-pentadecadienyl]salicylic acid"",        ""bioActivity"": ""Moderate cytotoxic activity against BT-20 breast and HeLa epithelioid cervix carcinoma cells"",        ""collectionSpecies"": ""Anacardium occidentale (Anacardiaceae)"",        ""collectionSite"": ""São Paulo, São Carlos, and Rio de Janeiro, Brazil"",        ""collectionType"": ""Isolated from commercial cashew apple juice""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""6-[8(Z)-pentadecenyl]salicylic acid"",        ""bioActivity"": ""Moderate cytotoxic activity against BT-20 breast and HeLa epithelioid cervix carcinoma cells"",        ""collectionSpecies"": ""Anacardium occidentale (Anacardiaceae)"",        ""collectionSite"": ""São Paulo, São Carlos, and Rio de Janeiro, Brazil"",        ""collectionType"": ""Isolated from commercial cashew apple juice""    }}"
pdfs/10.1016@0031-9422(80)87033-6.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""(1S,4R,5S,6R,7R)-3-allyl-4-hydroxy-1-methoxy-(3’,4’,5’-trimethoxyphenyl)-7-methyl-8-oxobicyclo[3.2.1]oct-2-ene"",        ""bioActivity"": """",        ""collectionSpecies"": ""Amazonian Nectandra Lauraceae species"",        ""collectionSite"": ""Rosa de Maio on the Manaus-Itacoatiara highway (km 8), Amazonas"",        ""collectionType"": ""Isolated from trunk wood""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""(7R,8R,2'R,3'S,5'S)-As’-2'-Hydroxy-3,4,5,5'-tetramethoxy-2',3',4',5'-tetrahydro-4'-oxo-7.3',8.5'-neolignan"",        ""bioActivity"": """",        ""collectionSpecies"": ""Amazonian Nectandra Lauraceae species"",        ""collectionSite"": ""Rosa de Maio on the Manaus-Itacoatiara highway (km 8), Amazonas"",        ""collectionType"": ""Isolated from trunk wood""    }}"
pdfs/10.1016@0031-9422(73)85048-4.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Tectorigenin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""(S)-4-Methoxydalbergione"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""(6aS,11aS)-Demethylhomopterocarpin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Dalbergin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""7-Hydroxy-6-methoxy-3’,4’-methylenedioxyisoflavone"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""Afromosin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""Caviunin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": ""7-O-Glycosylcaviunin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""Tectoridin"",        ""bioActivity"": """",        ""collectionSpecies"": ""Dalbergia riparia"",        ""collectionSite"": ""Flooded banks of the Amazon river and its tributaries"",        ""collectionType"": """"    }}"
pdfs/10.2174@187152010794728620.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""odoratol"",        ""bioActivity"": ""induced a cell cycle arrest in the G1 phase"",        ""collectionSpecies"": ""Cedrela odorata grafted on Toona cilata var. australis"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""gedunin"",        ""bioActivity"": ""caused cell cycle arrest in the S phase and was a potent inducer of programmed cell death"",        ""collectionSpecies"": ""Cedrela odorata grafted on Toona cilata var. australis"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""6α-acetoxy-14β,15β-epoxyazadirone"",        ""bioActivity"": ""did not affect the cell cycle profile but caused a very small increase in cell death"",        ""collectionSpecies"": ""Toona ciliata"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""cedrelone"",        ""bioActivity"": ""arrested cell cycle at the S and G2M phases and was a very potent inducer of programmed cell death"",        ""collectionSpecies"": ""Toona ciliata"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""cabraleadiol"",        ""bioActivity"": ""moderate activity in inhibiting tumor cell growth"",        ""collectionSpecies"": ""Cabralea canjerana (Vell.) Mart."",        ""collectionSite"": ""Federal University of Viçosa, MG, Brazil"",        ""collectionType"": ""Isolated""    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""ocotillone"",        ""bioActivity"": ""did not exhibit cytotoxicity against certain tumor cell lines, possible MDR-reversing effects in presence of colchicine"",        ""collectionSpecies"": ""Betula platyphylla var. japonica"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""odoratone"",        ""bioActivity"": ""moderate growth inhibitory activity against MCF-7 and NCI-H460 cells but strong activity against A375-C5 cells"",        ""collectionSpecies"": ""Cedrela odorata grafted on Toona cilata var. australis"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": ""22-hydroxytirucalla-7,24-diene-2,3-dione"",        ""bioActivity"": ""moderate growth inhibitory activity against certain tumor cell lines"",        ""collectionSpecies"": ""Cedrela odorata grafted on Toona cilata var. australis"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""toonacillin"",        ""bioActivity"": ""weak inhibitory activity against tumor cell lines"",        ""collectionSpecies"": ""Toona ciliata"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_10"": {        ""IUPAC_nomenclature"": ""7-deacetoxy-7-oxogedunin"",        ""bioActivity"": ""inactive against three human tumor cell lines tested"",        ""collectionSpecies"": ""Carapa guianensis Aubl."",        ""collectionSite"": ""Belém, Pará State, Brazil"",        ""collectionType"": ""Isolated""    },    ""Molecule_11"": {        ""IUPAC_nomenclature"": ""6-acetoxygedunin"",        ""bioActivity"": ""inactive against three human tumor cell lines tested"",        ""collectionSpecies"": ""Carapa guianensis Aubl."",        ""collectionSite"": ""Belém, Pará State, Brazil"",        ""collectionType"": ""Isolated""    },    ""Molecule_12"": {        ""IUPAC_nomenclature"": ""7-deacetylgedunin"",        ""bioActivity"": ""inactive against three human tumor cell lines tested, moderate antiproliferative activity in breast cancer cell lines"",        ""collectionSpecies"": ""Neem oils"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_13"": {        ""IUPAC_nomenclature"": ""guyanin"",        ""bioActivity"": ""inactive against three human tumor cell lines tested"",        ""collectionSpecies"": ""Hortia oreadica"",        ""collectionSite"": ""not specified"",        ""collectionType"": ""Isolated""    },    ""Molecule_14"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": """"    }}"
pdfs/10.1590@S0103-50531999000300013.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Canaric acid"",        ""bioActivity"": """",        ""collectionSpecies"": ""Rudgea jasminoides"",        ""collectionSite"": ""Biological reserve of the 'Ilha do Cardoso', Cananéia, SP, Brazil"",        ""collectionType"": ""Isolated from leaves""    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""Sitosterol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Rudgea jasminoides"",        ""collectionSite"": ""Biological reserve of the 'Ilha do Cardoso', Cananéia, SP, Brazil"",        ""collectionType"": ""Isolated from leaves""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""Stigmasterol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Rudgea jasminoides"",        ""collectionSite"": ""Biological reserve of the 'Ilha do Cardoso', Cananéia, SP, Brazil"",        ""collectionType"": ""Isolated from leaves""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""Ursolic acid"",        ""bioActivity"": """",        ""collectionSpecies"": ""Rudgea jasminoides"",        ""collectionSite"": ""Biological reserve of the 'Ilha do Cardoso', Cananéia, SP, Brazil"",        ""collectionType"": ""Isolated from leaves""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""Oleanolic acid"",        ""bioActivity"": """",        ""collectionSpecies"": ""Rudgea jasminoides"",        ""collectionSite"": ""Biological reserve of the 'Ilha do Cardoso', Cananéia, SP, Brazil"",        ""collectionType"": ""Isolated from leaves""    }}"
pdfs/10.1093@mutage@gep034.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""caseargrewiin F"",        ""bioActivity"": ""Genotoxic and mutagenic at highest concentration; chemoprotective at low concentrations"",        ""collectionSpecies"": ""Casearia sylvestris Swartz (Salicaceae)"",        ""collectionSite"": ""Parque Estadual Carlos Botelho (São Miguel Arcanjo, São Paulo, Brazil)"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": ""Presence suggested, not clearly described"",        ""collectionSpecies"": ""Casearia sylvestris Swartz (Salicaceae)"",        ""collectionSite"": ""Parque Estadual Carlos Botelho (São Miguel Arcanjo, São Paulo, Brazil)"",        ""collectionType"": ""Ethanol Extract""    }}"
pdfs/10.1016@0031-9422(81)85172-2.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""Meso-1,1'-bis-[2-senecionyl-4-(1-hydroxyethyl)-phenoxyl]ether"",        ""bioActivity"": """",        ""collectionSpecies"": ""Calea cuneifolia"",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""2-Senecionyl-4-(1-hydroxyethyl)-phenol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Ageratina altisima"",        ""collectionSite"": """",        ""collectionType"": ""Hexane extract""    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""2-Senecionyl-4-(1-acetoxyethyl)-phenol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Calea cuneifolia"",        ""collectionSite"": """",        ""collectionType"": ""Hexane extract""    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""2-Senecionyl-4-(1-acetylsarracinoxyethyl)-phenol"",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": """",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_6"": {        ""IUPAC_nomenclature"": ""2-(3-Methyl-3-hydroxybutanoyl)-4-(1-hydroxyethyl)-phenol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Calea cuneifolia"",        ""collectionSite"": """",        ""collectionType"": ""Hexane extract""    },    ""Molecule_7"": {        ""IUPAC_nomenclature"": ""2-Senecionyl-4-vinylphenol"",        ""bioActivity"": """",        ""collectionSpecies"": ""Calea cuneifolia"",        ""collectionSite"": """",        ""collectionType"": ""Hexane extract""    },    ""Molecule_8"": {        ""IUPAC_nomenclature"": ""6-Hydroxy-2,2-dimethylchroman-4-one"",        ""bioActivity"": """",        ""collectionSpecies"": ""Calea cuneifolia"",        ""collectionSite"": """",        ""collectionType"": ""Hexane extract""    },    ""Molecule_9"": {        ""IUPAC_nomenclature"": ""Acetylsarracinic acid"",        ""bioActivity"": """",        ""collectionSpecies"": ""Calea cuneifolia"",        ""collectionSite"": """",        ""collectionType"": ""Hexane extract""    }}"
pdfs/10.1016@0031-9422(73)85034-4.pdf,"{    ""Molecule_1"": {        ""IUPAC_nomenclature"": ""(2S,3S)-2,3-dihydro-2-(4’-hydroxy-3’-methoxyphenyl)-7-methoxy-3-methyl-5-(trans-propenyl)benzofuran"",        ""bioActivity"": """",        ""collectionSpecies"": ""Licaria aritu Ducke (Lauraceae)"",        ""collectionSite"": ""Manaus-Itacoatiara road, Amazonas State, Brazil"",        ""collectionType"": """"    },    ""Molecule_2"": {        ""IUPAC_nomenclature"": ""(2S,3S)-2,3-dihydro-7-methoxy-3-methyl-2-(3,4-methylenedioxyphenyl)-5-(trans-propenyl)benzofuran"",        ""bioActivity"": """",        ""collectionSpecies"": ""Licaria aritu Ducke (Lauraceae)"",        ""collectionSite"": ""Manaus-Itacoatiara road, Amazonas State, Brazil"",        ""collectionType"": """"    },    ""Molecule_3"": {        ""IUPAC_nomenclature"": ""(2S,3S)-2-aryl-3-methyl-2,3-dihydrobenzofurans"",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": """"    },    ""Molecule_4"": {        ""IUPAC_nomenclature"": ""dehydrodiisoeugenol"",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": ""Identical with licarin-A except for its optical activity""    },    ""Molecule_5"": {        ""IUPAC_nomenclature"": ""Dihydrolicarin-B"",        ""bioActivity"": """",        ""collectionSpecies"": """",        ""collectionSite"": """",        ""collectionType"": ""Obtained from licarin-B by catalytic hydrogenation""    }}"
pdfs/10.1590@S0103-50532009000200025.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""6-Acetonyl-N-methyl-dihydrodecarine"",    ""bioActivity"": """",    ""collectionSpecies"": ""Zanthoxylum riedelianum"",    ""collectionSite"": ""Rio Manso Highway, km 22, Chapada dos Guimarães, Mato Grosso State, Brazil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""Lupeol"",    ""bioActivity"": """",    ""collectionSpecies"": ""Zanthoxylum riedelianum"",    ""collectionSite"": ""Rio Manso Highway, km 22, Chapada dos Guimarães, Mato Grosso State, Brazil"",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""6-Acetonyldihydrochelerythrine"",    ""bioActivity"": """",    ""collectionSpecies"": ""Zanthoxylum riedelianum"",    ""collectionSite"": ""Rio Manso Highway, km 22, Chapada dos Guimarães, Mato Grosso State, Brazil"",    ""collectionType"": """"  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""6-Acetonyldihydroavicine"",    ""bioActivity"": """",    ""collectionSpecies"": ""Zanthoxylum riedelianum"",    ""collectionSite"": ""Rio Manso Highway, km 22, Chapada dos Guimarães, Mato Grosso State, Brazil"",    ""collectionType"": """"  }}"
pdfs/10.1016@j.phytochem.2007.04.025.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""(2S)-2-methyl-2-(4'-methyl-3'-pentenyl)-8-(3''-methyl-2''-butenyl)-2H-1-benzopyran-6-carboxylic acid"",    ""bioActivity"": ""antifungal"",    ""collectionSpecies"": ""Piper gaudichaudianum (Piperaceae)"",    ""collectionSite"": ""Araraquara, SP, Brazil"",    ""collectionType"": """"  }}"
pdfs/10.1016@j.phytochem.2006.06.004.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""(7S,9S,10S)-3,9,12-trihydroxycalamenene"",    ""bioActivity"": ""Moderate antifungal activity against Cladosporium sphaerospermum and Cladosporium cladosporioides"",    ""collectionSpecies"": ""Phomopsis cassiae"",    ""collectionSite"": ""Chemistry Institute UNESP – Araraquara, SP, Brazil"",    ""collectionType"": ""Isolated from leaves of Cassia spectabilis""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""(7S,9R,10S)-3,9,12-trihydroxycalamenene"",    ""bioActivity"": ""The C-9 diastereoisomer of Molecule_1 with moderate antifungal activity"",    ""collectionSpecies"": ""Phomopsis cassiae"",    ""collectionSite"": ""Chemistry Institute UNESP – Araraquara, SP, Brazil"",    ""collectionType"": ""Isolated from leaves of Cassia spectabilis""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""(7S,10S)-3,12-dihydroxycalamenene"",    ""bioActivity"": ""Mild antifungal activity and exhibited mild cytotoxicity (IC50 100 µmol)"",    ""collectionSpecies"": ""Phomopsis cassiae"",    ""collectionSite"": ""Chemistry Institute UNESP – Araraquara, SP, Brazil"",    ""collectionType"": ""Isolated from leaves of Cassia spectabilis""  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""3,12-Dihydroxycadalene"",    ""bioActivity"": ""Cytotoxicity against HeLa cell line (IC50 20 µmol)"",    ""collectionSpecies"": ""Phomopsis cassiae"",    ""collectionSite"": ""Chemistry Institute UNESP – Araraquara, SP, Brazil"",    ""collectionType"": ""Isolated from leaves of Cassia spectabilis""  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""3,11,12-Trihydroxycadalene"",    ""bioActivity"": ""Most potent antifungal activity against Cladosporium sphaerospermum and Cladosporium cladosporioides; weak cytotoxicity (IC50 110 µmol)"",    ""collectionSpecies"": ""Phomopsis cassiae"",    ""collectionSite"": ""Chemistry Institute UNESP – Araraquara, SP, Brazil"",    ""collectionType"": ""Isolated from leaves of Cassia spectabilis""  }}"
pdfs/10.1016@j.bse.2008.05.001.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""Quercetin-3-O-β-D-galactopyranoside"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""Quercetin-3-O-β-D-glycopyranoside"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""Quercetin-3-O-β-D-xylopyranoside"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""Quercetin-3-O-β-D-allopyranoside"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""Quercetin-3-O-β-D-arabinopyranoside"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_6"": {    ""IUPAC_nomenclature"": ""Quercetin-3-O-β-D-rhamnopyranoside"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_7"": {    ""IUPAC_nomenclature"": ""Cryptomoschatone E3"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_8"": {    ""IUPAC_nomenclature"": ""Cryptomoschatone D1"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_9"": {    ""IUPAC_nomenclature"": ""Cryptomoschatone D2"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_10"": {    ""IUPAC_nomenclature"": ""Cryptomoschatone F1"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_11"": {    ""IUPAC_nomenclature"": ""Deacetylcryptocaryalactone"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_12"": {    ""IUPAC_nomenclature"": ""Cryptofolione"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  },  ""Molecule_13"": {    ""IUPAC_nomenclature"": ""Cryptomoschatone E2"",    ""bioActivity"": """",    ""collectionSpecies"": ""Cryptocarya mandioccana"",    ""collectionSite"": ""Atlantic rain forest of São Paulo State, Brazil"",    ""collectionType"": """"  }}"
pdfs/10.1016@j.chroma.2009.02.066.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": """",    ""bioActivity"": ""Inhibition of symbiotic fungus (Leucoagaricus gongylophorus) of leaf-cutting ant (Atta sexdens rubropilosa)"",    ""collectionSpecies"": ""Citrus sinensis grafted on Citrus limonia"",    ""collectionSite"": ""Estação Experimental de Citricultura do Instituto Agronômico de Campinas, Cordeirópolis, Brazil"",    ""collectionType"": ""Isolated""  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""Suberosin"",    ""bioActivity"": ""Not explicitly stated in the provided content, further studies are mentioned for identification, mechanism, and transformation"",    ""collectionSpecies"": ""Citrus sinensis grafted on Citrus limonia"",    ""collectionSite"": ""Estação Experimental de Citricultura do Instituto Agronômico de Campinas, Cordeirópolis, Brazil"",    ""collectionType"": ""Isolated""  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""Seselin"",    ""bioActivity"": ""Not explicitly mentioned"",    ""collectionSpecies"": ""Citrus sinensis grafted on Citrus limonia"",    ""collectionSite"": ""Estação Experimental de Citricultura do Instituto Agronômico de Campinas, Cordeirópolis, Brazil"",    ""collectionType"": ""Isolated""  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""Xanthoxyletin"",    ""bioActivity"": ""Not explicitly mentioned"",    ""collectionSpecies"": ""Citrus sinensis grafted on Citrus limonia"",    ""collectionSite"": ""Estação Experimental de Citricultura do Instituto Agronômico de Campinas, Cordeirópolis, Brazil"",    ""collectionType"": ""Isolated""  }}"
pdfs/10.1590@S0100-46702007000300002.pdf,"{  ""Molecule_1"": {    ""IUPAC_nomenclature"": ""Sinapyl alcohol 4-O-β-D-glucopyranoside"",    ""bioActivity"": ""Moderate antifungal activity"",    ""collectionSpecies"": ""Michelia champaca L. (Magnoliaceae)"",    ""collectionSite"": ""Campus da Universidade de São Paulo (USP), Ribeirão Preto, São Paulo, Brasil"",    ""collectionType"": """"  },  ""Molecule_2"": {    ""IUPAC_nomenclature"": ""Sinapyl aldehyde 4-O-β-D-glucopyranoside"",    ""bioActivity"": """",    ""collectionSpecies"": ""Michelia champaca L. (Magnoliaceae)"",    ""collectionSite"": ""Campus da Universidade de São Paulo (USP), Ribeirão Preto, São Paulo, Brasil"",    ""collectionType"": """"  },  ""Molecule_3"": {    ""IUPAC_nomenclature"": ""Syringaresinol"",    ""bioActivity"": ""Moderate antifungal activity"",    ""collectionSpecies"": ""Michelia champaca L. (Magnoliaceae)"",    ""collectionSite"": ""Campus da Universidade de São Paulo (USP), Ribeirão Preto, São Paulo, Brasil"",    ""collectionType"": """"  },  ""Molecule_4"": {    ""IUPAC_nomenclature"": ""N-acetylnonaine"",    ""bioActivity"": """",    ""collectionSpecies"": ""Michelia champaca L. (Magnoliaceae)"",    ""collectionSite"": ""Campus da Universidade de São Paulo (USP), Ribeirão Preto, São Paulo, Brasil"",    ""collectionType"": """"  },  ""Molecule_5"": {    ""IUPAC_nomenclature"": ""Liriodenine"",    ""bioActivity"": ""Substance showed activity in bioautography with Cladosporium cladosporoides and C. sphaerospermum fungi at 100 µg per application point"",    ""collectionSpecies"": ""Michelia champaca L. (Magnoliaceae)"",    ""collectionSite"": ""Campus da Universidade de São Paulo (USP), Ribeirão Preto, São Paulo, Brasil"",    ""collectionType"": """"  }}"
