doi,assistant_reply
10.1515/znb-2005-0715,"[{""compoundName"": ""Platydesmine""}]"
10.1515/znc-2002-5-602,"[{""compoundName"": ""Tephrospiroketone I""}]"
10.1515/znc-2002-5-602,"[{""compoundName"": ""Tephrospiroketone I""}]"
10.1515/znc-2008-5-611,"[{""compoundName"": ""3,3'-O-dimethylquercetin""}]"
10.1515/znc-2008-5-611,"[{""compoundName"": ""3,3'-O-dimethylquercetin""}]"
10.1515/znc-2008-5-611,"[{""compoundName"": ""3,3'-O-dimethylquercetin""}]"
10.1515/znc-2008-5-611,"[{""compoundName"": ""3,3'-O-dimethylquercetin""}]"
10.1515/znc-2008-5-611,"[{""compoundName"": ""3,3'-O-dimethylquercetin""}]"
10.1515/znc-2008-5-611,"[{""compoundName"": ""3,3'-O-dimethylquercetin""}]"
10.1515/znc-2009-11-1212,"[{""compoundName"": ""8-methoxymellein""}, {""compoundName"": ""Cyclo-(L-Pro-L-Val)""}]"
10.1515/znc-2009-11-1212,"[{""compoundName"": ""8-methoxymellein""}, {""compoundName"": ""Cyclo-(L-Pro-L-Val)""}]"
10.1515/znc-2009-11-1212,"[{""compoundName"": ""8-methoxymellein""}, {""compoundName"": ""Cyclo-(L-Pro-L-Val)""}]"
10.1515/znc-2009-11-1212,"[{""compoundName"": ""8-methoxymellein""}, {""compoundName"": ""Cyclo-(L-Pro-L-Val)""}]"
10.1590/S0073-47212009000100009,"[{""compoundName"": ""Ricinine""}]"
10.1590/S0100-40421998000600005,"[{""compoundName"": ""Lupeol cinnamate""}]"
10.1590/S0100-40421998000600005,"[{""compoundName"": ""Lupeol cinnamate""}]"
10.1590/S0100-40422002000300002,"[{""compoundName"": ""3-O-trans-p-coumaroylmaslinic acid""}]"
10.1590/S0100-40422004000200005,"[{""compoundName"": ""(7R,8S,1'S)-Δ8'-3',5'-dimethoxy-1',4'-dihydro-4'-oxo-7.0.2',8.1'-neolignan""}]"
10.1590/S0100-40422005000400009,"[{""compoundName"": ""3-O-β-D-quinovopyranosyl cincholic acid""}]"
10.1590/S0100-40422005000400009,"[{""compoundName"": ""3-O-β-D-quinovopyranosyl cincholic acid""}]"
10.1590/S0100-40422005000600011,"[{""compoundName"": ""Cytochalasin B""}]"
10.1590/S0100-40422005000600011,"[{""compoundName"": ""Cytochalasin B""}]"
10.1590/S0100-40422005000600011,"[{""compoundName"": ""Cytochalasin B""}]"
10.1590/S0100-40422006000300016,"[{""compoundName"": ""(-)-epigallocatechin-3-O-gallate""}]"
10.1590/S0100-40422008000400005,"[{""compoundName"": ""Haplotusine""}]"
10.1590/S0100-40422008000400005,"[{""compoundName"": ""Haplotusine""}]"
10.1590/S0100-40422008000400005,"[{""compoundName"": ""Haplotusine""}]"
10.1590/S0100-40422008000400018,"[{""compoundName"": ""Pterogynine""}]"
10.1590/S0100-40422008000400023,"[{""compoundName"": ""Oleanolic acid 3-sophoroside""}]"
10.1590/S0100-40422008000400023,"[{""compoundName"": ""Oleanolic acid 3-sophoroside""}]"
10.1590/s0100-40422008000700015,"[{""compoundName"": ""Chaetoglobosin D""}]"
10.1590/S0100-40422009000600037,"[{""compoundName"": ""Methyl angolensate""}]"
10.1590/S0100-40422010000900005,"[{""compoundName"": ""ω-phenyl tridecanoic acid""}]"
10.1590/S0100-40422010000900005,"[{""compoundName"": ""ω-phenyl tridecanoic acid""}]"
10.1590/S0100-40422010001000006,"[{""compoundName"": ""19,20-Epoxycytochalasin Q""}]"
10.1590/S0100-40422010001000006,"[{""compoundName"": ""19,20-Epoxycytochalasin Q""}]"
10.1590/S0100-40422010001000006,"[{""compoundName"": ""19,20-Epoxycytochalasin Q""}]"
10.1590/S0100-40422012000700020,"[{""compoundName"": ""3-geranyl-4-hydroxy-5-(3''-methyl-2''-butenyl)-benzoic acid""}]"
10.1590/S0100-46702007000300002,"[{""compoundName"": ""Sinapyl 4-O-β-D-glucopyranoside alcohol""}]"
10.1590/S0100-46702007000300002,"[{""compoundName"": ""Sinapyl 4-O-β-D-glucopyranoside alcohol""}, {""compoundName"": ""Liriodenine""}]"
10.1590/S0102-695X2007000300003,"[{""compoundName"": ""Amentoflavone""}]"
10.1590/S0102-695X2007000300003,"[{""compoundName"": ""Amentoflavone""}]"
10.1590/S0102-695X2007000300003,"[{""compoundName"": ""Amentoflavone""}]"
10.1590/S0102-695X2008000200010,"[{""compoundName"": ""Acteoside""}]"
10.1590/S0102-695X2009000100002,"[{""compoundName"": ""7-methoxyflavone""}]"
10.1590/S0102-695X2010005000017,"[{""compoundName"": ""N-1,N-2,N-3-triisopentenylguanidine""}]"
10.1590/S0102-695X2010005000017,"[{""compoundName"": ""N-1,N-2,N-3-triisopentenylguanidine""}]"
10.1590/S0102-695X2012005000106,"[{""compoundName"": ""Beauvericin""}]"
10.1590/S0102-695X2012005000106,"[{""compoundName"": ""Beauvericin""}]"
10.1590/S0103-50532002000100010,"[{""compoundName"": ""1-methyl-2-phenyl-4-quinolone""}]"
10.1590/S0103-50532002000100010,"[{""compoundName"": ""1-methyl-2-phenyl-4-quinolone""}]"
10.1590/S0103-50532002000100019,"[{""compoundName"": ""Neoisoastilbin""}]"
10.1590/S0103-50532003000300007,"[{""compoundName"": ""5-hydroxy-3',4'-methylenedioxy-6,7-dimethoxyflavone""}]"
10.1590/S0103-50532003000300007,"[{""compoundName"": ""5-hydroxy-3',4'-methylenedioxy-6,7-dimethoxyflavone""}]"
10.1590/S0103-50532003000500012,"[{""compoundName"": ""Chlorogenic acid caffeoyl ester""}]"
10.1590/S0103-50532005000400005,"[{""compoundName"": ""(7S*,8R*,1'R*,3'R*)-3,4,5'-trimethoxy-3,7'-cyclo-8,1'-neolig-8'-ene-2,4'(3'H)-dione""}]"
10.1590/S0103-50532005000400005,"[{""compoundName"": ""(7S*,8R*,1'R*,3'R*)-3,4,5'-trimethoxy-3,7'-cyclo-8,1'-neolig-8'-ene-2,4'(3'H)-dione""}]"
10.1590/S0103-50532005000400005,"[{""compoundName"": ""(7S*,8R*,1'R*,3'R*)-3,4,5'-trimethoxy-3,7'-cyclo-8,1'-neolig-8'-ene-2,4'(3'H)-dione""}]"
10.1590/S0103-50532005000400031,"[{""compoundName"": ""Xanthyletin""}]"
10.1590/S0103-50532005000800008,"[{""compoundName"": ""Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-α-L-rhamnopyranosyl-(1→4)-β-D-glucopyranoside""}]"
10.1590/S0103-50532005000800008,"[{""compoundName"": ""Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-α-L-rhamnopyranosyl-(1→4)-β-D-glucopyranoside""}]"
10.1590/S0103-50532005000800008,"[{""compoundName"": ""Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-α-L-rhamnopyranosyl-(1→4)-β-D-glucopyranoside""}]"
10.1590/S0103-50532005000800008,"[{""compoundName"": ""Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-α-L-rhamnopyranosyl-(1→4)-β-D-glucopyranoside""}]"
10.1590/S0103-50532005000800008,"[{""compoundName"": ""Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-α-L-rhamnopyranosyl-(1→4)-β-D-glucopyranoside""}]"
10.1590/S0103-50532005000800008,"[{""compoundName"": ""Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-α-L-rhamnopyranosyl-(1→4)-β-D-glucopyranoside""}]"
10.1590/S0103-50532005000800008,"[{""compoundName"": ""Kaempferol-3-O-α-L-rhamnopyranosyl-(1→6)-α-L-rhamnopyranosyl-(1→4)-β-D-glucopyranoside""}]"
10.1590/S0103-50532005000800018,"[{""compoundName"": ""4-nerolidylcatechol""}]"
10.1590/S0103-50532005000800025,"[{""compoundName"": ""Fraxinellonone""}]"
10.1590/S0103-50532005000800025,"[{""compoundName"": ""Fraxinellonone""}]"
10.1590/S0103-50532005000800026,"[{""compoundName"": ""Cyclo (L)-Pro-(L)-Phe""}, {""compoundName"": ""Cyclo (L)-Pro-(L)-Leu""}]"
10.1590/S0103-50532005000800029,"[{""compoundName"": ""Phomopsilactone""}]"
10.1590/S0103-50532005000800029,"[{""compoundName"": ""Phomopsilactone""}]"
10.1590/S0103-50532005000800029,"[{""compoundName"": ""Phomopsilactone""}]"
10.1590/S0103-50532006000300017,"[{""compoundName"": ""Xyloccensin K""}]"
10.1590/S0103-50532006000300017,"[{""compoundName"": ""Xyloccensin K""}]"
10.1590/S0103-50532007000700017,"[{""compoundName"": ""6α-hydroxygeniposide""}]"
10.1590/S0103-50532007000700017,"[{""compoundName"": ""(+)-Lyoniresinol-3α-O-β-D-glucopyranoside""}]"
10.1590/S0103-50532009000100029,"[{""compoundName"": ""(+)-veraguensin""}]"
10.1590/S0103-50532009000400008,"[{""compoundName"": ""2,3-dihydro-4,9-dihydroxy-2-(2-hydroxypropan-2-yl)-11-methoxy-10-methylfuro[3,2-b]acridin-5(10H)-one""}]"
10.1590/S0103-50532009000400008,"[{""compoundName"": ""2,3-dihydro-4,9-dihydroxy-2-(2-hydroxypropan-2-yl)-11-methoxy-10-methylfuro[3,2-b]acridin-5(10H)-one""}]"
10.1590/S0103-50532009000400008,"[{""compoundName"": ""2,3-dihydro-4,9-dihydroxy-2-(2-hydroxypropan-2-yl)-11-methoxy-10-methylfuro[3,2-b]acridin-5(10H)-one""}]"
10.1590/S0103-50532010000500016,"[{""compoundName"": ""Limonexic acid""}]"
10.1590/S1519-566X2008000600013,"[{""compoundName"": ""24-methylene-3,22-dihydroxycholesterol""}]"
10.1590/S1519-566X2008000600013,"[{""compoundName"": ""24-methylene-3,22-dihydroxycholesterol""}]"
10.2174/187152010794728620,"[{""compoundName"": ""Ocotillone""}]"
10.2174/187152010794728620,"[{""compoundName"": ""Ocotillone""}]"
10.2174/187152010794728620,"[{""compoundName"": ""Ocotillone""}]"
10.2174/187152010794728620,"[{""compoundName"": ""Ocotillone""}]"
10.2174/187152010794728620,"[{""compoundName"": ""Ocotillone""}]"
10.2174/187152010794728620,"[{""compoundName"": ""Ocotillone""}]"
10.2174/187152010794728620,"[{""compoundName"": ""Ocotillone""}]"
10.3390/molecules15129205,"[{""compoundName"": ""Leptomerine""}]"
10.4067/S0717-97072009000300004,"[{""compoundName"": ""β-amyrenone""}]"
10.5935/0100-4042.20140049,"[{""compoundName"": ""Catechin-3-O-α-rhamnopyranoside""}]"
10.5935/0103-5053.19930018,"[{""compoundName"": ""3,4-seco-olean-18-ene-3,28-dioic acid""}]"
10.5935/0103-5053.19960024,"[{""compoundName"": ""3,4-seco-olean-18-ene-3,28-dioic acid""}]"
10.5935/0103-5053.19960024,"[{""compoundName"": ""3,4-seco-olean-18-ene-3,28-dioic acid""}]"
10.5935/0103-5053.19960024,"[{""compoundName"": ""3,4-seco-olean-18-ene-3,28-dioic acid""}]"
10.5935/0103-5053.19960024,"[{""compoundName"": ""3,4-seco-olean-18-ene-3,28-dioic acid""}]"
